Görüş,Durum
çok para vermeye gerek yok.harika bir ütü tavsiye ederim.,Olumlu
çekim gücü yüksek uygun fiyatlı ürün,Olumlu
"ürün hile ile schaomi Türkiye garantili gibi gösterilmiş garanti
belgesinin kutunun üzerine eşyamı Türkiye bandrolü yapıştırılarak öyle
bir hava verilmiş.",Olumsuz
ürün beklediğim gibi ve çok kullanışlı teşekkürler,Olumlu
Çok istiyorum İndirime girse keşke,Olumlu
40 dk ya eti bişirebiliyor. yalnız etimhazırlarkwn biraz ince olmasına dikkat edin. bir seferde yaklaşık olarak 1 kg et pişirebilirsiniz. eğer daha çok et pişirneniz gerekirse ile erken koyulmalısınız,Olumlu
cok guzel ve kaliteli kesinlikle almalısınız . fiyatta uygun . tesekkürler trendyol 😊,Olumlu
"1.5 ay kullandık rezistansı koptu. servise götürdüm rezistansı garantiye
girmiyor dedi 40 tl ücretle değiştirdiler",Olumsuz
ürün erken ulaştı. mercekleri iyi. telefon tutacağı sert ve orantısız telefonu önce kapatıyor sonra fırlatıyor.,Olumsuz
amazzonda aldığım 2 tvde arızalı çıktı. Tv arızalıydı. Değişim yapmak istedik amazzon politikası gereği sadece iade oluyormuş. Bizim karttan düşen bakiye 3bin küsür iadesi taksitli yeni tv yi nasıl alalım ? Bu tvyle ilgili olarak ürün performansı çok iyi ama hasarsızsa tabi,Olumsuz
Gelmedi neyini beğeneyim,Olumsuz
Çok güzel ve gözüktüğü gibi herkese tavsiye ederim hiç düşünmeden alın,Olumlu
Fiyatına göre başarılı ürün,Tarafsız
amazzon'un çalışma sisteminden çok memnun olmama rağmen bu üründen memnun kalmadım. Ürünün bluetooth bağlantısı sık sık kopuyor.,Olumsuz
Ürün sık güzel ama cam bölümünde piston yok anlamadım yani,Olumsuz
"TR uyumlu şarj cihazı gönderilmedi.
Kutunun yanında dönüştürücü göndermişler.
Kulaklığı ise 1 tl ye alınabilecek kadar kötü
Kimseye tavsiye etmiyorum.
Hiç hoş değil hepsi buradaya yakışmadı . . . !",Olumsuz
Ürün güzel satıcı ilgili tavsiye ederim,Olumlu
deneme asamasindayim,Tarafsız
"Logitech'den beklenmeyen hüsran. Mouse'un sağ tuşu 1 ayı doldurmadan saçmalamaya başladı. 1 defa basıyorum; bazen hiç basmıyor, bazen çift tıklıyor. Şans mı desem ama olmadı bu Logitech.",Olumsuz
Bir yil kullanabildim sadece suan garantiye tekrar yollayacagim 😔,Olumsuz
Ürün gayet başarılı satıcı de-mi gayet ilgili salı sipariş verdim Perşembe elime ulaştı teşekkürler,Olumlu
kiprikleri uzatıyor renk veriyor kullandığım en iyi maskara....,Tarafsız
"ürün bozuk geldi iade talep ediyorum kabul etmiyorlar insanları
istemedikleri ürünleri kullanmaya mecbur kılıyorlar siteyide hiç
beğenmedim hem açılmış ürün diyorlar kapalıyken müneccim değildim ne
olduğunu bilecektim aldığımdan bi hafta geçmeden şikayetimi dile
getirdim kabul etmiyorlar  iade talep ediyorum",Olumsuz
"Kesinlikle tavsiye etmiyorum. Tepe kısmını plastik malzemeden imal
etmişler. Isındıkça plastik erimeye koku yapmaya başlıyor. Sinbonun
tüketiciye verdiği değer bu. Metali 10 cm daha uzun yapsa sorun
çözülürmüş. Dikey ısıtıcı yataydan kullanışlı.",Olumsuz
Telefon harika zamanında elime ulaştı. Fiyat çoğu yere göre uygun. Kulaklıkla ilgili ufak bir problem yaşamıştım.O sorunda anında fazlasıyla çözüldü. Teşekkürler!,Olumlu
ogrenci evinde kullaniyoruz 3 kisiye yetiyorda artiyor fiyata gore mukemmel,Olumlu
ses kalitesi dusuk sesi cok fazla cikmiyor,Tarafsız
geç kargolama ama beklenen ürün geldi,Olumsuz
Gayet memnunum.Tesekkurler,Olumlu
redline uydu alıcısı eminim bundan çok daha iyidir destek olarakta,Olumsuz
Olumlu yönleri: bekar için iyi,Olumlu
"Cihaz biraz zayıf gibi gözüküyor aman kırılmasın diye biraz nazik davranıyorsunuz. Dosya transferinde henüz üzerinde iletilen hızları göremedim. Ek olarak dosya transferlerinde ve örneğin film izlendiğinde flash aşırı derecede ısınıyor. Yanacak diye korkabilirsiniz :)

Fiyat , kapasite ve kullanılabilirlik konusunda oldukça iyi ..",Tarafsız
"Ssd yanında garanti belgesi yok ve yanına onunla alakalı bir kağıt falan
koyulmamış. Ancak sorarsanız trium bilgisayar bakıyor diyorlar. Onları
aradım ve bir sorun olursa ne olacak dedim, aldığınız firma garantiye
gönderecek sizden kabul etmiyoruz dediler. Size tavsiyem distrubitörü
belli olan, yanında garanti belgesi olan ürünler alın. En azından bir
sorun olursa satıcı ile uğraşmadan kendiniz garantiye gönderebilirsiniz.",Olumsuz
ürün geniş ve sağlam ama ayakları dengeli yapılmamış.ve kol desteği sıkıntılı gibi...,Tarafsız
Zaten bildiğim bir üründü gayet güzel ve memnunum,Olumlu
"İlk kullanımdan sonra ısı ayar düğmesindeki yazılar silindi,ızgaranın sol tarafı daha fazla ısınıyor ve dumansız bir ızgara beklentiniz varsa kesinlikle uzak durun.",Olumsuz
bekâr için mütevazı bir buz dolabı,Olumlu
çok güzel konuşuyor olması çok güzel bir özellik,Olumlu
"biraz çalıştıktan sonra çok kötü bir ses çıkarıyor performansı düşüyor
tavsiye etmiyorum",Olumsuz
Şarj konusunda mutsuz eder. En fazla 4 gün kullanılıyor.,Olumsuz
Merhaba ürünümüz yeni geldi ve hemen denedik. Çok memnun kaldık. Evi daha önce süpürmüyormuşuz onu anladık.Ürün aşırı küçük değil orta boyda çekimi mükemel. Bir tanede köydeki evimize alacağız. Zaman geçtikçe çekim gücü düşüyor diyolar ama filtre temizliği önemli tabiki yapılmazsa gücü düşebilir. Sadece ürün faturasız geldi olumsuz diyebileceğim sorun bu. Teşekkürler amazzon.,Olumlu
Yeni ütü düşünenlere tavsiye ederim. Güçlü buharı sayesinde kırışık filan kalmıyor. Ee haliylee suyuda biraz fazla tüketiyor ama bu bir sorun değil. Kumaş ayrımı yapmadan tüm kıyafetleri ütülüyorum. Herhangi bir sorun olmuyor. Yanma ve yapışma ASLA. Tek kusuru kutunun içinde su kabının olmaması. Ama önemli mi? Tabiki değil.,Olumlu
"Olumlu yönleri: Tam istedigim gibi ama coooooook kasiyor

Olumsuz yönleri: 16 degil 12 gb depolama alani var ve film dahi izlerken kasiyor sadece film izlerken degil kullandiginiz  her anda sayfalar arasinda gecis yaparken ve yazi yazarken dahi kasiyor",Tarafsız
Urun elime gecmedidaha,Olumsuz
"Ürün orjinal fakat ses kalitesi çok kötü, Bass yok bazen cızırtı yaptığı oluyor müzik dinlerken. Ayrıca kabloları çok ince en ufak şeyde kopacak gibi",Olumsuz
"Ürünü beğenerek aldım sorun bana geliş şekli. Paketsiz, neden, eksik var
mı ?  Hoş değil..",Tarafsız
"Çok iyi yıkamadan kullanmayın..Suda metal tadı oluşturuyor ürün
verdiğiniz paranın tam karşılığında...",Olumlu
fiyatına göre iyi,Olumlu
ürün dün elime ulaştı. resmen kesmediğini düşündüm bıçaklarının kör olduğunu düşündüm.Kılları kesmek yerine çekiyordu. Daha sonra makineyi söktüm. üst bıçağı alt bıçak tablasına iten malzemeyi sökerek bir pense yardımı ile büktüm böylece üst bıçak daha iyi baskı yapmış oldu ayrıca baskı yapmasından dolayı mükemmel derecede kesmeye başladı. Bıçakları kör değil sadece tasarlayan mühendisler baskıyı tam olarak ayarlayamamışlar. Bu işlemleri yapabilecekseniz tavsiye ederim. Yapamayacaksanız almayın yapmadan kesmiyor çünkü.,Tarafsız
kulaklik girişinde sorun var telefona tam oturmuyor. Ses cızırtılı,Olumsuz
Kesinlikle memnun değilim ilk aldığım gun haliyi kaldırıyordu şimdi ise sac tellerini bile süpürmuyor bel hastası etti beni sürekli hazneyi boşaltıp fitreyi temizliyorum ama fayda etmiyor kirintilarin üstünden in defa geçiyorum memnun kalmadım,Olumsuz
Netflix var mı ?,Tarafsız
çok kısa bi sürede hasarsız elimize ulaştı.çok memnunuz çalışmalarınızdan teşekkürler.daha önce de başka ürünler aldım hem piyasaya göre fiyatları çok uygun hem ürünler istediğim gibi hem de güvenilir bir hizmet...,Olumlu
"bilindiği üzere kargolar insaatta çalışır gibi ürün taşıyor bu ürünlerin
daha özenli paketlenmesi gerektiğini düşünüyorum. yoksa kargolar zarar
etmiyor mağazanız ürünleri niz zarar görüyor. değişim için teşekkür ederiz.",Tarafsız
Tasarım harika zaten herkesin bildiği bir marka ve en azından çin malı değilürün üstünde telefonu koyduğunuzda direk şarj ediyor fakat ürünü alırken dikkat edin hızlı şarj özelliği yokbenim telefonum galaxy s6 qı sertifikasıda var fakat cihazın üstüne koydum 2saat geçti aldığımda sadece yüzde2 şarj etmişti. Aynı gün geri iade ettim.amazzon çok hızlı gönderdi aldığım günün ertesinde cihaz elimdeydibende aldığım günün ertesi geri gönderdimve 1 gün sonra para hesabıma iade edildi site şuan çok hızlı çalışıyorumarım hep böyle kalır,Olumsuz
arkadaslar cihaz cok kaliteli fakat sakal uzunlugunuzu ayarlayacak olan aparat kesici onunu tam kapatmiyor. bu sartlar altinda istediginiz numarayi kesmek mumkun degil. 3 numara yaparken kut diye bir yer 0 numara oluyor yanlislikla. hatasiz sakal kesme ihtimaliniz 0%,Olumsuz
Ürünü 2 saat önce 3167 tl ye aldım şimdi 2970 küsür civarında ne yapmam gerekiyor şimdi iptal edip tekrar mı alim yoksa farkı iademi edersiniz,Tarafsız
Az yağ ile bu kadar lezzetli patates kızarması cok güzel bir ürün,Olumlu
Güzel urun,Olumlu
"Kararsızım. çünkü ürünün kurulumundan hemen sonra ampulü yandı, servise
haber verdim, bir kaç gün sonra yenisiyle değiştirdiler ancak yeni ampul
de yandı. sanırım üründe bir sıkıntı var. Servise bilgi verdim, gelip
bakacaklar, bekliyorum.",Olumsuz
güzel bir ürün. oldukça hızlı ulaştı elime.,Olumlu
"Kesinlikle hayır.... Ürünü aldim önce otomatik kapanmiyordu,sonra
değişime gönderdim değiştirdiler bu seferde toptan calismio bu ne rezillik...",Olumsuz
"İnsan ayar yerine numara filan yazar, bir türlü tuttramıyom ayarı ya
fazla açık oluyor ya çok kısık :(",Olumsuz
Olumsuz yönleri: Kablosu kendinden olması ayrı olmaması hiç iyi kullanışlı değil,Olumsuz
urun çok güzel ama faturamı göndermemişsiniz lütfen faturayı gönderin mail olarak tesekkurler,Olumlu
eksik parcali urun geldi iade gönderdim alt üst kapakları eksik geldi ürün boyutu gayet büyük çelik kaliteside iyi gözüküyordu fiyatına göre kalitesi iyi duruyor. eksik gelmesiydi ürün gayet iyi gözüküyordu kullanırdım.,Tarafsız
Uzun saçlarda hiç güzel değil sadece saçı parlatıyor,Olumsuz
"Ürünü beğenmedim vidaları küflü sacın  üstünde çıkmayan lekeler var
mağaza ulaşamıyoruz iletişim kurulamıyor 1 puan bile vermezdim ama
altında puan veremiyorum KESİNLİKLE ALMAYIN!!!",Olumsuz
"Ürün standart paketli seagate taşınabilir hdd. Bu ürün için firmayı
tercih etme sebebim ürün ile birlikte taşıma kılıfı da göndericek
olmasıydı. Maalesef firma hediye ürünü göndermedi.",Olumsuz
"Yazın kendime almıştım. Kullandık ve beğendik şimdi ise kardeşimin
çeyizine aldık.",Olumlu
Mükemmel oldukça güzel ve 2 yıldır kullanıyorum bir kaçkere yere düşürmeme rağmen sert darbeler almasına rağmen oldukça güzel çalışıyor kesinlikle mükemmel,Tarafsız
tabiki de hayır,Olumsuz
servis kurulumu parayla yaptı buzdolabı terleme yapıyor,Olumsuz
"sac geldi,  guzel ambalajlanmişti. ama  çok geç pişiriyor. her tarafı eşit  kızarmıyor.  pek memnun kalmadim..",Tarafsız
Asla asla aslaAsla asla asla,Olumsuz
"evet beğendim, fiyat ve performans olarak tavsiye ediyorum..",Olumlu
"Ürünün çekim gücü gayet iyi fakat kullanmaya başlayalı 1,5yıl olmasına rağmen teleskopik boru KIRILDI. Bazı yorumlarda da bu şikayetleri okumuştum ama pek ihtimal verememiştim açıkçası..  nasıl kırılır bu boru demiştim. Fakat kendim de deneyimledim ve gerçekten şaşkınım. Bu kadar para veriyorsunuz ve borusu kırılıyor sonraaa  haydi tekrar git bir müddet sonra o boruda kırılsın... yani bu markaya kesinlikle yakışmayan bir kalite.",Olumsuz
"ürünü yeni aldım çok güzel fakat bı sms olayını çözemedım gönderenlerde isim var gelenlerde numara çıkıyor. ayarınıda yapamdık bı türlü:)
onun haricinde gayet güzel telefon",Olumlu
Makinayı alalı henüz 2 ay bile olmadı sıkarken aşırı ses yapıyor servis çağırdım ayak ayarı yapılmamış dediler ayaklarını ayarladılar aynı problem hala devam ediyor,Olumsuz
parasına göre normal.,Tarafsız
Olumlu yönleri: Ben kombiyi almak istiyorum ama iletişime geçeceğim biri yok mu acaba,Tarafsız
"Olumlu yönleri: Olumlu yorum

Olumsuz yönleri: OlumsuZ yrum",Olumlu
"Ürün çok güzel herkese tavsiye ederim. Köpüğü kıvamı tam yerinde
yapıyor. Memnun kaldım.",Olumlu
Ürün gayet güzel heralde henüz kullanmadım,Olumlu
ÜRÜN HENÜZ ELİMİZE ULAŞMADI  AYNI GÜN KARGO DİYE VERDİK BİR GÜN SONRA KARKOYA VERİLMİŞ. ŞU KADAR SAATTE SİPARİŞ VERİRSENİZ BUGÜN KARGODA YAZMASININ DEMEKKİ HİÇ BİR ANLAMI YOKMUŞ.,Olumsuz
Güzel ürün. amazzon ile iyi fiyat ve güvenilir teslimat. İçinden ekran koruyucu da çıkıyor.,Olumlu
"Ürün bozuk, kutu acik bir sekilde geldi içinde saç teli vardı, aynı zamanda resimdeki ürünle gönderilen ürün aynı değil",Olumsuz
BU ürünü hızlı sarj diye aldım ilk denemede 1 saat'de % 16 sarj yaptı telefonum S7 edge . Kesinlikle tavsiye etmiyorum,Tarafsız
Kargo İzmir'e 3 günde geldi.,Tarafsız
Ürünü bilemiycem ama ulaştırma konusu çok problem oldu gercekten aldığım ürün yaklaşık 1 haftadır gelmedi ve ürünün kargo takibini de yapamıyorum.,Olumsuz
çok üstün bir performans beklemiyordum zaten ama gayet başarılı bir ürün. tavsiye edilir. yalnız fazla ucuz duruyor elinize alınca.,Tarafsız
"güzel ürün, ilgili mağaza.",Olumlu
kaliteli güzel ürün,Olumlu
Çok güzel teşekkürler,Olumlu
süper mutlaka alın,Olumlu
çok iyi bir çay makinesi çok hoşuma gitti gayet iyi çay yapıyor tavsiye ederim,Olumlu
Olumlu yönleri: Piyasaya göre fiyatı düşük baya en başta kaygılandım hatta bir iki gün bekledim sonra aldım ve iyi ki almışım gayet iyi,Olumlu
Fiyatına göre gayet uygun bir ürün.,Olumlu
Kullanışlı memnun kaldım,Olumlu
Fırını alalı 1 ay oldu ilk aldığımda kek yaptım çok memnun kaldım fakat sonrasında yemek ve börek yapmak istedim sonuç hüsran yemeği 1 saatte pişirmedi böreğide aynı şekilde sadece üstünü pişirdi 1 saatin sonunda ben mi yalnış kullanıyorum yoksa fırında mı sıkıntı bilemedim,Olumsuz
Ürün gayet kullanisli,Olumlu
arcelik bulasim makinemin telleri küflendi.parcasini bulamiyoruz uretimi yok.bulasik makinasini degistirmem gerekiyor .10 .yilinda.tavsiye etmem,Olumsuz
"Arnica Bora alıp memnuniyet yorumunda bulunanları hayretle okuyorum  ve hiç inandırıcı gelmiyor okuduklarım. Ben yeterince araştıramadan çocuklar küçükken eşim aldı geldi 2 yıldır kullanıyorum değiştirme fırsatı bulamadan kullanmış olduk iade için geciktik.
Fakat gerçekten berbat bir makine suya çekmesi hepa filtresi ok 👍🏼 Ama emiş gücü çok çok kötü yani dandik bir el süpürgesi kapasitesinden hiçbir farkı yok.. Şaka gibi.. Yani bu üründen memnun kalanlar daha önce nasıl bir ürün kullanıyorlardı hayretler içindeyim. 
Ben öncesinde philips synchropower 2200w kullanıyordum emiş gücü temizliği harika hiç yormuyordu tek sıkıntı çektiği havayı bir miktar tozla dışarıya veriyor olmasıydı .. 
Arnica 2400w suyun içine hapsediyor ama asla verimli çalışmıyor hantal bir makine çekişi berbat bir de su kovasını temizlemek ayrı dert temizlik bir işkenceye dönüşüyor..
Asla ve asla tavsiye etmiyorum Şimdiki aklım olsa 100₺ Bile vermeyeceğim gibi bedava verseler almam..
Aynı sıkıntıya düşmemeniz için tavsiyemi dikkate almanızı öneririm..
Hatta arnicadan benim gibi sıkıntıya düşen ve sonrasında emiş gücü iyi toz torbasız makine kullanıp tavsiye edecek olan olursa memnuniyetle dinlerim önerinizi ..",Olumsuz
Mause oldukça küçük bir bayan elinde daha uygun gibi. Küçük olduğu için tasarımı ergonomik olmaktan çıkıyor avcunuzun içinde kayboluyor ve çok fazla bilek ağrısı yapıyor. İmleç hareket etme yeterince akışkan değil parasını kesinlikle hak etmiyor. Mouse alacaksınız mouse üreticisi bir firmadan alın. !!!,Olumsuz
ben bu üründen memnun kalmadım. gün de bir defa kullanılan bir şey olmasına rağmen 1 ay olmadan bitti . bu markanın rimellerinin içi sanırım yarı boş çıkıyor.fırçasını da kullanmakta zorlandım.,Olumsuz
Cok gec kizartiyor ürünü begenmedim tekrar garantiye gönderecem,Olumsuz
"Ürün gerçekten güzel tuşların hissiyatı güzel az ses yapıyor mause da
fena değil fiyatına göre gayet başarılı bir ürün fakat ürün SİYAH DEĞİL
bildiğin gri yani alacak olanlar için renk önemliyse bunu dikkate
alsınlar.her ne kadar siyah olmasını istesemde uğraşmak istemediğim için
değişim yapmadım.kargo hızlı ve güzel paketlenmişti mağazada ilgili
herkese.iyi alışverişler.",Tarafsız
"Ses kalitesi fiyatına göre idare eder,büyük beklentiniz olmasın.Ben kulaklık çıkışı var diye almıştım,kulaklığı taktığınız zaman ses kısık da olsa dahili bir vınıltı geliyor.Yaklaşık 12 ay kullandım,geçenlerde fişe taktığımda çatur çutur sesler ve yanık kokusu geldi ömrünü tamamladı.Adaptörü olmayan doğrudan 220 volta bağlanan bir cihaz.Güvenli olmadığı izlenimi yarattı,en azından 2 yıl çalışmasını beklerdim erken pes etti.",Olumsuz
İlk başta kargo görevini hakkıyla yapıyor helal olsun. Malzeme kaliteli güzel ancak  motor kısmı üst kapak kırmızı tam istedim gibi aksesuar ucundaki plastik aksam gri oysa resimlerde onlarda kırmızıydı içindeki neyse onun reklamını yapın aldatma olmasın amazzon gibi dev bir kuruluşa yakışmaz,Olumsuz
